Date,Open,High,Low,Close,Volume
21-Jul-15,417.10,417.15,412.35,414.00,24304066
20-Jul-15,418.00,420.65,415.55,416.60,16618489
17-Jul-15,422.35,422.43,415.45,416.95,21620751
16-Jul-15,428.00,428.00,421.10,422.00,25182677
15-Jul-15,429.35,432.47,425.85,427.10,21923936
14-Jul-15,427.35,430.95,424.15,429.15,23422734
13-Jul-15,433.25,433.25,425.00,428.80,19312843
10-Jul-15,431.20,432.15,423.25,427.00,27154371
9-Jul-15,426.15,428.95,421.90,426.05,24192594
8-Jul-15,420.05,426.25,419.20,423.20,26114553
7-Jul-15,427.75,429.85,416.80,418.55,36972240
6-Jul-15,429.65,434.65,428.30,429.50,25084509
3-Jul-15,439.00,445.05,432.55,434.40,27721211
2-Jul-15,420.70,441.45,419.35,437.40,59855404
1-Jul-15,425.00,425.80,417.99,419.15,27639105
30-Jun-15,427.60,427.60,420.15,420.15,29560312
29-Jun-15,428.80,434.05,427.15,427.55,26129894
26-Jun-15,442.40,443.05,437.05,437.55,16789511
25-Jun-15,443.25,447.50,440.15,442.30,19698843
24-Jun-15,438.85,444.65,436.55,442.10,19692452
23-Jun-15,439.60,440.75,436.20,438.95,15702225
22-Jun-15,436.05,439.65,434.55,439.40,18373127
19-Jun-15,432.60,436.55,429.65,431.35,39571875
18-Jun-15,435.10,435.10,430.68,434.45,16304706
17-Jun-15,433.50,440.35,432.00,435.00,23765845
16-Jun-15,435.50,446.64,429.30,432.40,27134236
15-Jun-15,436.00,439.05,430.94,435.05,18530322
12-Jun-15,443.75,445.90,436.40,437.60,19653349
11-Jun-15,443.65,449.20,442.54,446.80,21200330
10-Jun-15,440.00,444.01,439.75,443.55,27367451
9-Jun-15,443.50,444.00,438.15,441.35,18561217
8-Jun-15,444.20,445.97,437.70,441.90,17346785
5-Jun-15,438.50,446.00,435.40,443.35,26091767
4-Jun-15,447.65,447.65,439.85,440.15,24366882
3-Jun-15,450.00,453.55,447.20,449.55,23388056
2-Jun-15,450.00,456.02,442.25,449.95,23054188
1-Jun-15,452.25,454.30,446.60,447.40,20761395
29-May-15,453.00,456.90,449.64,450.75,30423809
28-May-15,453.05,454.95,449.40,453.30,17193167
27-May-15,452.00,457.15,450.40,454.40,21619813
26-May-15,457.75,458.50,449.25,451.70,26957797
22-May-15,458.90,461.65,456.75,457.75,21176304
21-May-15,450.90,458.60,450.60,458.00,27741102
20-May-15,451.20,456.60,445.55,452.10,23508798
19-May-15,454.50,457.60,448.09,452.35,23347373
18-May-15,450.65,456.40,449.20,452.30,25042801
15-May-15,456.20,467.31,449.98,452.40,22848564
14-May-15,454.35,466.34,451.10,456.80,17230279
13-May-15,456.00,461.40,453.80,456.00,22744768
12-May-15,454.15,458.65,451.20,456.05,31247965
11-May-15,460.55,466.90,457.35,457.70,24459681
8-May-15,461.45,464.25,458.10,461.30,31525694
7-May-15,466.45,467.35,454.40,457.10,38940039
6-May-15,473.60,476.35,469.00,473.30,30194199
5-May-15,475.70,481.85,471.05,474.95,39081014
1-May-15,469.50,469.95,466.35,468.60,17202526
30-Apr-15,470.10,472.85,466.10,470.10,36422277
29-Apr-15,473.45,475.95,465.20,468.15,33215221
28-Apr-15,480.00,485.85,471.05,476.10,49536262
27-Apr-15,477.35,478.90,471.20,476.90,29945398
24-Apr-15,484.15,487.50,477.10,478.40,27208691
23-Apr-15,481.35,485.35,480.25,484.15,23960544
22-Apr-15,480.45,484.20,475.00,479.75,27300123
21-Apr-15,482.45,487.40,479.66,480.00,37197296
20-Apr-15,479.75,484.55,479.12,482.60,27605591
17-Apr-15,474.40,480.00,473.50,479.35,45815700
16-Apr-15,479.10,479.60,470.85,473.45,33793108
15-Apr-15,470.50,479.17,469.50,478.13,32724545
14-Apr-15,468.00,472.35,466.80,470.95,28066549
13-Apr-15,470.20,472.45,465.10,471.00,22629895
10-Apr-15,465.95,473.10,462.49,472.25,27723883
9-Apr-15,457.90,463.70,450.35,463.70,30675739
8-Apr-15,468.30,476.35,456.70,457.30,68893283
7-Apr-15,450.00,457.30,446.25,454.85,33171415
2-Apr-15,443.70,445.02,438.00,442.85,18080639
1-Apr-15,437.80,445.15,437.25,442.10,23111934
31-Mar-15,447.45,448.10,418.74,436.70,33594853
30-Mar-15,446.35,448.10,443.12,446.10,26604725
27-Mar-15,445.65,447.45,438.25,443.60,28483234
26-Mar-15,449.00,458.95,444.30,446.10,35735098
25-Mar-15,442.50,449.80,440.07,448.35,22489954
24-Mar-15,447.15,449.90,444.15,444.15,21951173
23-Mar-15,449.05,450.40,431.78,447.90,25006379
20-Mar-15,442.00,451.00,436.95,451.00,61551855
19-Mar-15,438.00,441.90,434.40,440.90,34002512
18-Mar-15,425.15,436.10,423.40,436.10,36479584
17-Mar-15,419.40,426.50,404.05,425.90,29681964
16-Mar-15,421.60,421.95,413.75,417.60,24826218
13-Mar-15,426.20,427.60,415.99,418.25,27442045
12-Mar-15,426.45,434.21,424.75,425.85,27271538
11-Mar-15,430.85,433.86,423.30,425.15,26625102
10-Mar-15,444.90,445.50,428.10,428.10,34696781
9-Mar-15,445.15,448.35,432.25,445.70,24246925
6-Mar-15,451.00,499.25,441.96,447.00,28712107
5-Mar-15,452.25,454.30,445.13,452.60,23298270
4-Mar-15,453.00,453.25,446.69,451.05,35811509
3-Mar-15,448.15,450.75,446.25,448.85,28568197
2-Mar-15,447.70,449.50,442.80,446.65,23101134
27-Feb-15,447.10,449.80,445.40,448.05,27247121
26-Feb-15,449.20,452.70,446.00,448.00,22672558
25-Feb-15,447.35,462.98,445.55,449.40,16637687
24-Feb-15,444.90,448.50,442.25,448.35,24871429
23-Feb-15,450.00,450.00,440.85,444.60,21495025
20-Feb-15,446.00,449.25,442.15,446.70,28913852
19-Feb-15,448.10,448.10,440.20,445.70,28143735
18-Feb-15,456.20,456.75,447.45,451.30,25762435
17-Feb-15,449.00,458.15,447.50,452.00,28400795
16-Feb-15,454.20,457.35,449.90,451.90,20324639
13-Feb-15,444.75,456.33,444.00,454.20,34883965
12-Feb-15,439.30,448.85,439.16,444.30,46632832
11-Feb-15,448.00,448.75,440.40,445.80,24119579
10-Feb-15,455.80,456.85,442.70,446.35,38705059
9-Feb-15,449.35,458.75,447.15,457.10,31768046
6-Feb-15,451.25,454.90,446.75,450.60,30620181
5-Feb-15,441.25,452.50,434.85,450.10,31993132
4-Feb-15,450.00,450.70,437.60,445.35,36644358
3-Feb-15,459.45,463.10,444.20,449.85,61827424
2-Feb-15,430.45,437.70,426.35,437.70,44267980
30-Jan-15,425.85,431.05,420.05,424.45,45388585
29-Jan-15,424.60,426.20,418.05,424.85,40023091
28-Jan-15,443.05,443.05,428.69,432.95,36202858
27-Jan-15,439.00,445.68,430.35,445.68,35175998
26-Jan-15,428.00,439.40,417.53,439.00,33841572
23-Jan-15,432.70,434.00,423.00,432.40,28525223
22-Jan-15,431.55,435.95,425.25,428.40,37238154
21-Jan-15,413.80,426.00,404.10,426.00,41750891
20-Jan-15,410.50,418.40,408.25,412.20,32693844
19-Jan-15,413.70,414.80,407.25,408.90,23983367
16-Jan-15,392.25,414.86,385.38,413.35,55163823
15-Jan-15,391.60,396.30,376.70,392.60,48922118
14-Jan-15,391.10,391.80,379.30,382.15,43277257
13-Jan-15,392.40,398.18,384.81,396.30,28784324
12-Jan-15,399.20,399.99,390.55,398.66,30059680
9-Jan-15,404.90,408.00,395.80,398.65,28026377
8-Jan-15,400.30,406.15,395.75,404.68,34822445
7-Jan-15,393.05,400.00,386.20,393.75,39625242
6-Jan-15,391.00,399.20,382.70,391.05,35710061
5-Jan-15,408.00,409.54,387.80,389.70,44054219
