Date,Open,High,Low,Close,Volume
7-Oct-16,2043.00,2089.10,2030.00,2068.50,6013318
6-Oct-16,2031.50,2038.00,2020.00,2024.50,4188720
5-Oct-16,2003.50,2027.00,1992.00,2026.50,4593910
4-Oct-16,1963.50,2017.00,1960.00,2004.00,13479966
3-Oct-16,1930.00,1971.00,1925.00,1952.50,5597833
30-Sep-16,1903.50,1925.00,1887.50,1914.00,5493129
29-Sep-16,1894.50,1924.50,1886.00,1924.50,8171250
28-Sep-16,1803.00,1826.50,1801.50,1805.50,4642076
27-Sep-16,1850.00,1852.50,1791.00,1800.50,4140740
26-Sep-16,1843.00,1850.50,1831.00,1839.00,4310834
23-Sep-16,1851.50,1876.00,1843.50,1865.00,3950913
22-Sep-16,1845.50,1881.50,1845.50,1854.00,4919746
21-Sep-16,1835.00,1839.50,1822.50,1830.00,3244863
20-Sep-16,1820.50,1843.50,1818.00,1826.50,5069345
19-Sep-16,1818.50,1847.00,1818.50,1832.50,5193804
16-Sep-16,1815.00,1822.50,1794.50,1798.50,17013172
15-Sep-16,1806.00,1817.50,1792.50,1814.50,3784618
14-Sep-16,1833.00,1841.50,1809.45,1815.50,3112521
13-Sep-16,1854.50,1862.50,1826.00,1831.50,4611167
12-Sep-16,1850.00,1859.00,1835.50,1857.00,4705521
9-Sep-16,1909.50,1918.50,1871.50,1880.00,3299742
8-Sep-16,1907.00,1922.50,1899.50,1914.50,5839126
7-Sep-16,1867.00,1902.50,1867.00,1896.00,5360470
6-Sep-16,1894.50,1901.00,1853.00,1862.00,3624400
5-Sep-16,1873.50,1912.50,1864.50,1890.50,3873793
2-Sep-16,1824.00,1884.00,1818.50,1870.50,10301648
1-Sep-16,1858.50,1866.00,1812.00,1820.50,4452998
31-Aug-16,1892.50,1902.00,1856.00,1860.50,9286864
30-Aug-16,1887.50,1910.00,1885.50,1901.00,4309833
26-Aug-16,1880.50,1910.50,1875.00,1895.50,4562944
25-Aug-16,1877.50,1886.50,1863.50,1877.00,4438617
24-Aug-16,1888.50,1890.50,1869.50,1878.50,5359054
23-Aug-16,1900.00,1905.50,1886.50,1893.00,3348244
22-Aug-16,1920.00,1971.66,1892.00,1901.00,4073228
19-Aug-16,1940.00,1940.00,1920.50,1926.50,4555465
18-Aug-16,1938.00,1943.50,1913.00,1932.00,3967309
17-Aug-16,1938.00,1942.50,1918.50,1927.50,6497816
16-Aug-16,1923.50,1953.00,1916.50,1930.00,5503061
15-Aug-16,1925.00,1957.00,1914.00,1932.50,5292201
12-Aug-16,1932.00,1966.25,1882.18,1919.00,5064599
11-Aug-16,1884.50,1927.00,1855.50,1922.50,6252267
10-Aug-16,1915.00,1916.50,1894.00,1916.50,4247901
9-Aug-16,1919.00,1932.64,1916.00,1918.50,3208868
8-Aug-16,1907.50,1920.50,1892.50,1919.00,3704888
5-Aug-16,1898.50,1917.00,1886.50,1899.00,3989512
4-Aug-16,1855.50,1910.50,1850.00,1894.50,5607505
3-Aug-16,1851.50,1862.50,1828.00,1836.50,4338344
2-Aug-16,1874.50,1876.50,1843.00,1849.00,5505156
1-Aug-16,1947.00,1971.77,1887.50,1888.50,5258501
29-Jul-16,1966.00,1967.00,1915.50,1944.00,7914341
28-Jul-16,1978.00,2000.00,1962.00,1984.50,9200642
27-Jul-16,2065.50,2080.00,2042.50,2043.50,5331056
26-Jul-16,2035.00,2069.00,2016.00,2059.00,6783404
25-Jul-16,2082.00,2089.50,2027.32,2038.50,4756199
22-Jul-16,2074.50,2097.50,2054.50,2092.00,2383056
21-Jul-16,2078.00,2093.50,2060.50,2082.50,3545719
20-Jul-16,2112.50,2112.50,2059.00,2084.50,3814980
19-Jul-16,2079.00,2106.50,2072.25,2095.50,3463921
18-Jul-16,2083.50,2088.00,2061.50,2071.50,3476861
15-Jul-16,2069.00,2085.50,2053.50,2085.50,5487358
14-Jul-16,2105.50,2127.40,2079.00,2083.50,5254159
13-Jul-16,2095.00,2118.00,2076.50,2088.00,6701694
12-Jul-16,2100.00,2122.50,2085.67,2107.50,5646033
11-Jul-16,2115.50,2115.50,2077.50,2101.00,4977159
8-Jul-16,2089.00,2109.00,2050.00,2102.00,6980580
7-Jul-16,2094.00,2116.00,2078.50,2097.00,6956503
6-Jul-16,2094.50,2113.50,2042.50,2082.00,9442694
5-Jul-16,2051.00,2115.50,2046.00,2103.50,7596906
4-Jul-16,2077.50,2094.50,2043.50,2051.00,3552470
1-Jul-16,2045.50,2080.50,2039.50,2076.00,6783319
30-Jun-16,2005.00,2049.00,1981.00,2047.50,9478282
29-Jun-16,1943.00,2000.00,1942.00,2000.00,7820291
28-Jun-16,1937.00,1937.00,1898.05,1921.00,5052936
27-Jun-16,1868.50,1929.00,1852.00,1907.00,9543374
24-Jun-16,1752.50,1901.50,1752.50,1872.00,16561702
23-Jun-16,1823.00,1856.00,1819.02,1852.00,7126051
22-Jun-16,1821.50,1835.00,1803.50,1810.50,6931422
21-Jun-16,1790.00,1822.00,1774.00,1808.50,5565026
20-Jun-16,1780.50,1818.00,1775.50,1794.00,8269072
17-Jun-16,1738.00,1772.50,1702.58,1766.00,10670411
16-Jun-16,1710.00,1732.00,1695.00,1727.50,6374896
15-Jun-16,1728.00,1737.50,1701.50,1715.00,5687402
14-Jun-16,1760.00,1766.00,1717.50,1722.00,6672305
13-Jun-16,1770.00,1784.00,1760.50,1772.00,7061452
10-Jun-16,1775.50,1789.00,1768.50,1780.00,4720469
9-Jun-16,1802.50,1816.50,1763.00,1784.50,3594786
3-Jun-16,1673.00,1692.50,1670.50,1676.00,5285126
2-Jun-16,1665.00,1688.50,1651.50,1661.00,6019919
1-Jun-16,1657.50,1668.00,1645.00,1666.00,6387824
31-May-16,1672.00,1684.50,1657.50,1657.50,17676604
27-May-16,1683.00,1691.00,1665.50,1675.00,4534063
26-May-16,1700.50,1711.00,1674.00,1682.50,4587029
