Date,Open,High,Low,Close,Volume
7-Oct-16,173.65,175.30,170.45,173.60,44266097
6-Oct-16,173.00,175.35,173.00,174.25,41362124
5-Oct-16,169.00,172.70,168.45,172.45,36615220
4-Oct-16,169.20,171.55,168.50,169.25,60618288
3-Oct-16,167.75,168.40,165.45,168.20,27106125
30-Sep-16,162.90,167.80,155.95,167.80,61412944
29-Sep-16,168.25,168.70,166.65,167.30,21532006
28-Sep-16,166.00,168.50,165.60,166.10,28137772
27-Sep-16,169.25,172.40,164.45,166.01,34943111
26-Sep-16,169.10,171.00,165.80,168.10,37367106
23-Sep-16,172.45,172.45,170.54,171.40,25365716
22-Sep-16,172.85,174.42,170.35,173.20,24758945
21-Sep-16,172.60,173.90,170.50,171.60,34865900
20-Sep-16,165.40,167.45,163.97,166.45,28686903
19-Sep-16,167.00,168.30,165.20,167.00,22449376
16-Sep-16,167.80,167.85,164.03,164.70,63855933
15-Sep-16,169.25,171.10,167.97,169.50,27013295
14-Sep-16,171.60,171.90,168.80,170.30,30806192
13-Sep-16,170.50,171.70,168.25,170.60,39055580
12-Sep-16,171.30,172.45,167.50,170.05,34489196
9-Sep-16,172.95,177.30,172.05,174.75,36446656
8-Sep-16,169.75,176.11,168.40,173.20,37014825
7-Sep-16,166.95,170.20,164.75,169.75,31268376
6-Sep-16,172.80,173.65,169.20,169.70,24302535
5-Sep-16,174.40,174.85,171.65,173.25,22544705
2-Sep-16,173.10,175.50,169.02,174.30,51014251
1-Sep-16,173.25,177.40,169.75,171.55,38193981
31-Aug-16,169.45,175.00,169.20,172.25,43642388
30-Aug-16,165.00,169.70,165.00,169.15,32220857
26-Aug-16,163.60,166.55,163.15,166.00,21951704
25-Aug-16,165.75,166.80,163.75,164.35,23927793
24-Aug-16,163.10,168.05,162.30,166.55,33639745
23-Aug-16,161.35,165.60,160.95,164.60,28155153
22-Aug-16,161.05,163.24,159.20,160.05,20692951
19-Aug-16,160.65,161.25,158.48,160.35,25719153
18-Aug-16,160.65,161.90,159.35,160.65,24554179
17-Aug-16,163.00,163.75,158.90,160.15,26241105
16-Aug-16,162.25,163.85,161.25,161.75,24871090
15-Aug-16,164.60,165.65,163.06,163.55,19370762
12-Aug-16,163.00,166.10,163.00,163.40,23942045
11-Aug-16,162.05,163.25,160.02,163.25,26710029
